Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
M,1.4375,1.125,0.3875,25.117657,10.21999475,5.9817445,7.29999625,9
F,1.7,1.25,0.4625,49.3564795,21.72989175,9.22776225,13.28174075,12
I,1.2625,0.8875,0.3125,17.0380495,7.087375,3.41611475,5.2446575,8
M,1.575,1.2,0.4125,36.457457,17.123098,7.6827145,9.922325,8
I,0.8625,0.675,0.275,6.05261825,2.324659,1.54504775,1.984465,7
M,1.425,1.0875,0.3125,25.41532675,10.8578585,5.20213325,7.7961125,9
M,1.5875,1.3125,0.4,33.8776525,15.40795325,6.973977,9.4970825,12
M,1.3125,1.0125,0.325,20.36911575,9.25611175,5.59902625,4.9611625,8
M,1.6625,1.3375,0.3875,39.2073585,16.896302,7.27164675,13.7495075,14
I,0.475,0.35,0.075,0.89300925,0.35436875,0.1417475,0.29766975,3
I,0.875,0.65,0.2375,5.9817445,2.438057,1.587572,1.927766,7
I,1.3125,1.0,0.35,18.540573,8.6465975,4.53592,4.7910655,7
I,0.4375,0.3125,0.1,0.793786,0.26932025,0.226796,0.2551455,4
M,1.5,1.1875,0.4,32.998818,14.30232275,7.47009325,9.4970825,12
F,1.5,1.1625,0.4125,25.16018125,8.7599955,6.973977,7.427569,12
M,1.075,0.875,0.275,11.509897,4.74854125,2.2963095,3.8271825,10
F,1.4875,1.0875,0.375,25.51455,11.83591625,4.819415,7.5126175,8
I,1.025,0.75,0.25,7.994559,3.55786225,1.6159215,2.48058125,7
M,1.525,1.175,0.4375,34.416293,15.06775925,8.03708325,9.2135875,10
I,1.25,1.0,0.3,17.463292,7.3992195,4.0539785,5.48562825,8
I,0.925,0.6875,0.2125,5.79747275,2.721552,1.587572,2.26796,6
M,1.3875,1.1125,0.3375,23.700182,9.525432,4.60679375,7.7961125,13
M,1.3875,1.125,0.4375,24.777463,9.28446125,5.726599,8.6465975,10
F,1.8125,1.5,0.5,49.2430815,19.7596015,10.16329575,16.8679525,11
F,1.4875,1.15,0.3875,29.63940225,12.94154675,6.80388,8.74582075,10
M,1.3375,1.0125,0.35,23.189891,11.396499,4.86193925,5.3580555,7
I,1.05,0.75,0.2625,8.958442,3.55786225,1.984465,2.93417325,7
I,1.1,0.7625,0.2875,10.7444605,4.592619,2.5798045,3.118445,9
I,1.2875,1.0,0.35,20.31241675,9.90815025,4.52174525,5.06038575,8
F,0.925,0.725,0.2875,7.087375,3.1467945,1.6159215,2.1262125,9
M,1.475,1.175,0.3625,26.18076325,12.88484775,4.9044635,7.200773,9
F,1.675,1.35,0.5,41.39027,18.24290325,9.298636,11.80756675,9
F,1.3625,1.0875,0.375,19.43358225,8.23552975,4.1106775,6.3786375,10
I,1.4375,1.125,0.3375,24.70658925,12.757275,4.592619,6.3786375,10
M,1.1625,0.8875,0.2625,13.59358525,6.4353365,3.515338,3.5436875,8
M,1.4125,1.075,0.375,23.5584345,12.03436275,4.91863825,6.2085405,10
I,0.9,0.7125,0.2625,6.84640425,2.59397925,1.6159215,2.1262125,7
M,1.3,1.0375,0.4375,21.3471735,7.314171,4.8477645,7.2291225,8
I,1.325,1.05,0.325,23.71435675,10.61688775,4.7343665,7.0590255,11
F,1.55,1.175,0.35,29.27085875,10.21999475,6.350288,10.20582,15
M,1.2625,0.95,0.325,18.597272,6.4353365,5.06038575,6.23689,13
I,0.9125,0.7,0.225,5.556502,2.45223175,1.020582,1.71514475,7
M,1.3,0.9875,0.3125,16.48523425,7.27164675,3.58621175,4.819415,10
I,0.875,0.6625,0.275,5.9250455,1.871067,1.6726205,2.1262125,9
F,1.375,1.0375,0.3375,23.09066775,12.1052365,5.25883225,4.9611625,8
F,1.2625,1.0,0.3125,16.5277585,6.973977,3.685435,4.9611625,7
F,1.3625,1.0375,0.5,38.498621,16.0741665,9.015141,11.4248485,10
M,1.475,1.1375,0.3875,25.10348225,10.999606,5.329706,7.7961125,10
I,1.0,0.775,0.25,8.674947,3.685435,1.70097,2.664853,6
I,1.45,1.175,0.375,25.7129965,12.587178,5.25883225,6.93145275,11
F,1.425,1.15,0.3375,27.76833525,11.2547515,7.15824875,7.52679225,9
M,0.8875,0.7,0.2375,6.95980225,2.70737725,1.757669,2.1262125,11
F,1.45,1.1,0.4375,30.4190135,11.35397475,6.64795775,9.4970825,19
M,1.4,1.125,0.35,25.51455,13.380964,5.159609,6.180191,7
I,0.6875,0.5,0.175,2.721552,1.0489315,0.63786375,0.850485,6
F,1.1875,0.875,0.2875,12.813974,4.86193925,2.608154,4.3941725,11
I,1.375,1.0875,0.3125,21.0069795,9.865626,4.49339575,5.839997,9
I,1.325,1.0375,0.3625,26.761928,10.90038275,5.2446575,7.5126175,21
M,1.5125,1.175,0.2875,31.581343,11.12717875,8.2497045,8.788345,15
M,1.025,0.8125,0.3,10.61688775,4.479221,2.2963095,3.5436875,12
F,1.4375,1.175,0.3875,31.638042,14.4298955,6.747181,9.63883,10
I,1.15,0.875,0.2625,10.50348975,4.46504625,2.1829115,3.231843,9
F,0.8625,0.65,0.225,5.8683465,2.19708625,1.23320325,2.16873675,10
F,1.6125,1.3,0.425,33.9343515,14.911837,8.29222875,8.9867915,11
M,1.5,1.175,0.4,33.849303,15.94659375,8.63242275,7.47009325,10
M,1.4625,1.125,0.45,22.66542525,9.525432,5.25883225,6.7188315,8
I,1.325,1.0125,0.325,18.75319425,8.34892775,3.95475525,5.386405,9
M,1.75,1.375,0.5,43.1762885,19.6462035,8.674947,12.48795475,13
I,1.25,0.95,0.3875,18.92329125,7.78193775,4.422522,5.10291,12
M,1.4625,1.2,0.4625,29.48348,12.303683,7.5126175,8.0796075,10
F,1.55,1.25,0.375,36.6559035,16.896302,8.88756825,10.035723,10
M,0.825,0.5875,0.225,4.6209685,1.74349425,0.963883,1.5592225,10
F,1.5,1.1625,0.3875,29.48348,13.48018725,7.087375,7.93786,11
M,0.4875,0.3625,0.125,0.907184,0.283495,0.226796,0.340194,4
F,1.4375,1.175,0.4125,24.6357155,12.3320325,5.5848515,6.747181,9
M,1.2375,0.9625,0.3375,20.0997955,5.9817445,3.89805625,7.427569,12
I,1.4625,1.125,0.3375,24.2388225,10.75863525,5.3013565,7.37087,9
M,1.3625,1.025,0.35,20.8935815,9.8939755,4.252425,6.010094,9
I,1.15,0.85,0.25,10.942907,5.11708475,2.48058125,2.73572675,8
F,1.525,1.2375,0.4375,35.81959325,15.025235,8.9300925,9.79475225,10
M,1.75,1.3125,0.4375,49.85259575,24.79163775,10.24834425,13.324265,10
M,1.575,1.2625,0.4375,34.6147395,15.7339725,7.144074,9.63883,12
M,0.525,0.375,0.125,1.09145575,0.43941725,0.24097075,0.283495,3
I,0.9,0.675,0.2125,6.19436575,3.01922175,1.077281,1.757669,6
M,1.3125,1.0375,0.3375,22.52367775,11.169703,5.3580555,5.726599,7
M,0.3875,0.275,0.1,0.43941725,0.18427175,0.0850485,0.1417475,3
I,0.9,0.6875,0.1875,6.25106475,2.79242575,1.247378,1.871067,7
I,1.0875,0.85,0.3,11.226402,5.03203625,2.2963095,3.5436875,8
M,1.45,1.1125,0.3375,23.076493,10.70193625,5.42892925,6.23689,9
M,1.625,1.3,0.475,38.11590275,14.7133905,8.674947,12.65805175,16
M,1.5875,1.225,0.4375,38.9805625,17.6617385,7.66853975,11.1980525,11
F,1.675,1.3,0.4875,51.21337175,21.488921,10.58853825,14.33067225,11
M,1.7375,1.45,0.5,53.84987525,19.1359125,13.551061,15.01106025,13
I,1.0,0.7875,0.225,9.355335,4.2807745,1.927766,2.26796,6
M,0.775,0.5625,0.2,3.81300775,1.530873,0.680388,1.417475,7
M,1.7625,1.4,0.55,56.1603595,23.17571625,8.74582075,21.54562,14
F,1.6375,1.3,0.475,41.23434775,17.0097,10.95708175,10.8578585,10
M,1.15,0.85,0.3375,14.0330025,4.69184225,3.3168915,5.2446575,10
M,1.1125,0.85,0.3,12.68640125,5.4714535,2.93417325,3.685435,9
M,1.8,1.4375,0.5375,61.6034635,26.97454925,15.989118,15.20950675,12
I,0.85,0.625,0.1875,5.00368675,2.22543575,1.14815475,1.417475,7
F,1.3625,1.1,0.4375,21.95668775,8.46232575,5.31553125,7.5126175,11
M,1.5,1.1625,0.3875,35.777069,17.70426275,6.95980225,9.355335,10
M,1.2375,1.0,0.3,18.72484475,7.38504475,4.5642695,5.386405,15
I,0.7375,0.55,0.175,3.572037,1.45999925,0.77961125,0.9922325,6
I,0.9875,0.7375,0.2375,7.72523875,3.2601925,1.77184375,2.4097075,8
I,0.8375,0.625,0.2,4.80524025,1.97029025,1.247378,1.40330025,6
F,1.2,1.0125,0.325,18.07280625,7.8528115,4.09650275,5.953395,10
F,1.25,1.0125,0.35,19.09338825,7.5126175,3.515338,7.087375,18
F,1.1,0.825,0.2875,11.35397475,4.0539785,3.2034935,3.40194,8
F,1.4375,1.15,0.4125,30.1922175,14.13222575,6.08096775,7.98038425,8
F,1.8125,1.4,0.4625,50.802304,24.7491135,10.4042665,12.3320325,11
F,1.5375,1.3125,0.3875,29.44095575,12.1052365,6.56290925,9.7805775,11
M,1.575,1.2125,0.3625,30.107169,14.35902175,5.06038575,9.53960675,12
M,1.85,1.3375,0.4625,46.776675,20.808533,12.77144975,9.4970825,13
M,1.475,1.225,0.4125,34.2178465,15.8473705,6.6621325,8.7599955,10
M,1.3375,1.1,0.375,19.17843675,7.257472,3.9405805,7.37087,12
M,1.625,1.2375,0.4,34.23202125,15.592225,7.64019025,9.07184,10
M,1.675,1.275,0.5,45.20327775,19.00833975,10.90038275,12.77144975,10
M,1.6125,1.25,0.475,34.8415355,14.855138,7.881161,11.1980525,17
I,1.2,0.925,0.3,15.195332,7.1157245,3.231843,4.252425,8
M,1.1875,0.9625,0.3,15.932419,8.1930055,2.56562975,4.3374735,8
I,0.8125,0.5625,0.1875,3.9405805,1.60174675,0.907184,2.551455,6
I,1.3,0.9875,0.2875,18.27125275,8.94426725,3.52951275,5.273007,11
M,1.4,1.1625,0.3625,25.16018125,9.48290775,6.23689,7.64019025,9
M,1.125,0.8875,0.2875,13.551061,5.10291,3.35941575,4.3941725,10
M,1.7375,1.3125,0.4375,49.384829,19.731252,11.0279555,14.3164975,12
I,0.775,0.5875,0.1875,4.29494925,1.587572,0.89300925,1.417475,7
F,1.725,1.3875,0.5125,51.49686675,22.07008575,12.45960525,14.5999925,19
I,1.4,1.0625,0.35,26.01066625,11.35397475,5.59902625,7.37087,10
M,1.8,1.375,0.5125,60.2426875,32.47435225,12.54465375,14.4865945,13
M,1.2875,0.9875,0.3375,28.5479465,13.380964,7.07320025,7.144074,8
I,1.3,1.0625,0.425,19.29183475,7.93786,4.932813,5.5281525,10
M,1.5375,1.15,0.425,29.95124675,13.65028425,7.711064,7.654365,10
F,1.1125,0.8375,0.275,12.34620725,5.74077375,3.10427025,3.38776525,6
M,1.5,1.125,0.3625,24.8625115,12.26115875,4.3941725,6.80388,9
F,1.8125,1.4,0.525,60.6962795,18.427175,11.283101,28.4912475,18
M,1.25,1.0375,0.4125,19.51863075,7.0590255,3.912231,7.087375,13
I,0.5375,0.4125,0.1375,1.6726205,0.75126175,0.35436875,0.52446575,5
M,1.2625,0.9625,0.375,18.18620425,6.973977,4.309124,6.0951425,12
M,1.425,1.1,0.3875,31.638042,13.53688625,6.56290925,7.654365,13
F,1.6375,1.2875,0.3875,37.1094955,14.855138,9.808927,10.9145575,11
M,1.4875,1.0875,0.4,29.9654215,12.06271225,6.350288,8.788345,9
M,1.4125,1.125,0.4,25.3728025,11.7650425,5.5281525,6.973977,9
F,1.625,1.2375,0.4375,34.7848365,14.968536,7.314171,10.489315,11
F,1.675,1.2625,0.4375,28.76056775,12.40290625,7.6827145,10.61688775,10
I,1.5,1.1875,0.375,31.75144,16.0174675,6.98815175,7.654365,10
F,1.875,1.425,0.525,63.389482,31.4395955,14.72756525,15.4504775,11
I,0.95,0.725,0.25,6.7188315,3.061746,1.11980525,2.324659,6
M,1.175,0.9375,0.325,14.8267885,6.066793,3.742134,4.1106775,8
M,0.875,0.6375,0.2,5.42892925,2.26796,1.09145575,1.7860185,9
I,0.575,0.4125,0.15,1.45999925,0.5386405,0.41106775,1.020582,4
I,0.625,0.475,0.1625,2.36718325,1.1056305,0.4252425,0.7087375,5
F,1.625,1.2375,0.3875,37.9032815,17.4349425,9.05766525,9.4970825,9
M,1.3375,1.0875,0.375,20.3265915,9.85145125,4.09650275,5.499803,9
M,1.3875,1.0625,0.325,21.72989175,7.484268,4.762716,7.7961125,13
I,1.25,1.025,0.35,18.75319425,7.32834575,4.60679375,5.556502,9
M,1.4375,1.125,0.4625,26.2232875,9.695529,5.5848515,9.922325,12
F,1.4125,1.1375,0.325,29.993771,12.4454305,7.49844275,8.50485,10
I,0.8375,0.625,0.1875,5.273007,2.67902775,1.077281,1.26155275,7
M,1.5625,1.25,0.4625,35.22425375,16.99552525,7.030676,9.4970825,10
F,1.6,1.3125,0.5375,50.4337605,12.85649825,8.09378225,15.592225,22
F,1.75,1.4625,0.4625,51.24172125,20.00057225,9.11436425,13.4660125,29
F,1.4875,1.1875,0.4125,32.545226,12.587178,6.066793,10.489315,10
M,1.5,1.1875,0.425,32.07745925,14.401546,7.711064,8.7599955,10
F,0.9,0.6625,0.225,6.13766675,2.721552,1.0489315,2.08368825,10
F,1.5,1.125,0.35,23.7285315,10.489315,5.0178615,6.87475375,10
F,1.45,1.25,0.4125,26.2232875,10.489315,5.2446575,8.51902475,10
F,1.4875,1.1625,0.375,29.07241225,11.679994,7.78193775,8.1930055,11
M,1.4875,1.15,0.3875,29.199985,12.11941125,5.8683465,9.36950975,10
M,1.2625,1.0125,0.275,17.7184375,8.6465975,4.53592,4.9611625,9
M,1.2625,0.9625,0.2875,13.67863375,5.953395,2.93417325,4.35164825,10
I,1.0875,0.825,0.275,11.7083435,5.82582225,2.721552,2.721552,6
F,1.2625,0.975,0.2875,18.71067,8.63242275,4.40834725,4.9611625,8
F,1.55,1.2125,0.3875,33.86347775,14.47241975,7.6827145,9.979024,9
M,1.8125,1.375,0.5,42.807745,24.76328825,12.09106175,14.41572075,9
F,1.4875,1.125,0.4125,30.6458095,13.891255,7.15824875,7.9095105,12
M,1.4375,1.1375,0.3875,28.7180435,13.28174075,5.91087075,8.3631025,11
M,1.025,0.8375,0.2875,12.48795475,5.386405,2.4097075,3.8271825,8
I,1.0625,0.85,0.25,10.5176645,4.252425,2.45223175,3.2601925,8
I,1.2375,0.9625,0.3125,16.5844575,7.81028725,3.50116325,4.6776675,8
I,1.4625,1.05,0.3625,19.09338825,8.20718025,3.81300775,6.23689,9
M,1.1875,0.9625,0.3625,17.50581625,6.6621325,3.061746,6.0951425,14
M,1.475,1.125,0.4625,36.3724085,13.4093135,7.824462,12.0485375,16
I,0.9625,0.7125,0.225,7.030676,2.65067825,1.871067,1.984465,6
F,1.2625,1.0625,0.35,24.097075,7.7961125,4.60679375,8.0796075,19
F,1.8,1.3125,0.45,40.9650275,17.8885345,9.11436425,12.3320325,7
I,1.175,0.95,0.3125,13.73533275,5.9817445,3.04757125,4.025629,6
M,1.2625,0.9125,0.2875,14.7700895,7.087375,2.721552,4.252425,8
M,1.4125,1.0875,0.4625,29.256684,10.035723,5.79747275,8.788345,20
F,1.0375,0.85,0.325,10.41844125,4.139027,2.50893075,3.40194,10
M,1.475,1.125,0.3,21.21960075,9.48290775,3.72795925,6.23689,14
I,1.0875,0.8375,0.2625,10.02154825,4.422522,1.417475,3.21766825,7
F,1.5875,1.1875,0.375,33.57998275,15.1102835,8.7032965,8.2497045,10
M,1.325,1.0125,0.375,23.57260925,9.979024,5.3013565,7.15824875,10
I,1.075,0.8,0.25,10.92873225,5.443104,2.11203775,2.83495,7
M,1.1625,0.8875,0.3125,14.89766225,5.74077375,3.8271825,4.1106775,13
I,1.4375,1.0875,0.325,22.8213475,8.94426725,6.10931725,6.9456275,10
F,1.4125,1.125,0.4375,28.61882025,12.6722265,6.73300625,7.49844275,9
M,1.15,0.95,0.3375,13.664459,5.8683465,3.47281375,4.1106775,10
M,1.5875,1.25,0.45,32.715323,12.48795475,6.56290925,10.9712565,9
F,1.825,1.4375,0.4625,53.28288525,26.3933845,10.77281,13.67863375,12
I,0.4,0.3,0.05,0.510291,0.21262125,0.12757275,0.1417475,4
M,1.5375,1.1875,0.425,33.52328375,13.437663,8.20718025,6.80388,11
F,1.6375,1.3125,0.475,38.54114525,15.989118,9.11436425,11.29727575,10
M,1.5,1.1875,0.4375,38.11590275,15.5638755,8.15048125,10.20582,11
F,1.625,1.2875,0.4875,39.70347475,14.72756525,10.20582,12.47378,13
F,1.6625,1.325,0.4625,39.56172725,12.927372,9.08601475,13.891255,15
I,1.025,0.75,0.225,8.618248,3.6570855,2.0128145,2.70737725,8
M,1.8375,1.3875,0.55,66.1393835,35.13920525,10.33339275,17.56251525,12
F,1.4875,1.1625,0.3875,29.086587,13.16834275,3.175144,8.6465975,12
I,0.7375,0.5375,0.1875,3.288542,1.0489315,0.83631025,1.13398,8
M,1.5125,1.1875,0.4375,34.0477495,15.29455525,7.7961125,8.7599955,10
F,1.8,1.4125,0.425,45.7277435,20.4966885,9.22776225,14.01882775,12
I,1.0125,0.75,0.225,7.6260155,2.9199985,1.8994165,3.118445,6
I,0.95,0.675,0.2,5.96756975,2.45223175,1.190679,1.984465,8
I,1.55,1.125,0.3375,26.194938,10.149121,6.42116175,8.40562675,10
F,1.45,1.15,0.3375,26.251637,11.41067375,5.896696,7.7961125,8
I,1.15,0.925,0.3,15.12445825,7.49844275,3.061746,3.81300775,6
M,1.2625,1.0,0.3875,23.85610425,7.69688925,5.03203625,8.0796075,12
F,1.275,1.0,0.3125,15.4504775,7.3992195,3.2601925,3.92640575,6
I,0.8125,0.625,0.2,4.989512,1.68679525,1.00640725,1.7860185,7
F,1.7375,1.375,0.3875,52.43240025,21.7440665,12.530479,11.83591625,10
I,1.1875,0.9125,0.3125,15.49300175,6.4920355,3.35941575,4.876114,9
I,0.875,0.6625,0.2,5.443104,2.2963095,1.31825175,1.5025235,6
F,1.4,1.1375,0.475,20.241543,8.0229085,3.6570855,7.7961125,9
I,0.6625,0.5,0.1625,2.76407625,1.13398,0.58116475,0.793786,7
I,1.0875,0.8375,0.275,10.8578585,4.40834725,1.91359125,3.8271825,12
I,1.05,0.8625,0.2875,9.73805325,4.29494925,2.25378525,3.2601925,9
M,1.4375,1.175,0.375,27.73998575,12.77144975,5.556502,7.824462,9
M,1.6125,1.2125,0.5375,42.921143,15.478827,7.41339425,18.0019325,16
I,0.675,0.5,0.175,2.83495,0.963883,0.69456275,0.9922325,5
I,1.35,1.05,0.35,18.89494175,8.85921875,3.912231,5.37223025,10
I,1.45,1.225,0.4875,37.32211675,15.03940975,7.200773,11.623295,18
F,1.0375,0.7625,0.325,9.07184,3.69960975,2.14038725,2.9766975,8
M,1.675,1.3,0.4125,39.405805,20.1564945,8.12213175,8.50485,11
I,1.275,1.1375,0.3375,19.43358225,8.15048125,4.365823,5.76912325,9
M,1.5375,1.1875,0.4375,31.2694985,13.13999325,8.77417025,7.72523875,10
F,1.1,0.85,0.35,13.664459,5.273007,3.07592075,4.53592,9
F,1.5875,1.3,0.4125,38.00250475,14.35902175,8.391452,11.679994,11
M,1.4,1.075,0.3625,25.50037525,13.154168,5.03203625,6.633783,9
F,1.5625,1.2875,0.45,38.22930075,14.89766225,7.144074,11.12717875,14
I,1.25,0.95,0.3375,14.98271075,6.406987,3.4869885,5.9250455,8
I,1.2875,1.0,0.3375,18.030282,8.66077225,3.44446425,5.25883225,9
M,1.3375,1.0875,0.375,20.5533875,7.6260155,3.92640575,7.087375,9
I,1.35,1.05,0.35,17.78931125,7.10154975,3.33106625,6.6621325,9
I,1.2125,0.8875,0.325,16.4710595,6.9456275,3.742134,4.762716,12
M,1.875,1.4875,0.5125,62.95006475,30.7025085,11.9351395,17.860185,12
F,1.3375,1.0,0.375,34.699788,17.519991,7.7961125,8.15048125,10
I,0.9875,0.775,0.2125,8.9867915,4.3374735,1.43164975,2.65067825,7
M,1.5,1.1875,0.4375,31.467945,14.47241975,7.257472,8.0796075,9
I,0.975,0.725,0.225,7.44174375,3.3168915,1.530873,2.1829115,7
I,0.75,0.575,0.2125,3.3168915,1.417475,0.49611625,1.17650425,6
I,0.75,0.575,0.1875,3.6003865,1.474174,0.850485,0.97805775,6
I,0.725,0.5125,0.175,2.76407625,1.020582,0.5386405,0.9922325,8
F,1.65,1.25,0.3875,39.02308675,18.38465075,8.164656,9.4970825,12
M,1.55,1.2125,0.3875,29.18581025,12.0485375,6.56290925,9.4970825,12
M,1.35,1.05,0.475,19.43358225,8.3064035,4.6209685,10.77281,10
F,1.6375,1.2625,0.4125,38.7537665,16.54193325,9.96484925,11.226402,10
M,1.2875,1.0,0.35,20.87940675,8.37727725,5.216308,5.2446575,16
I,1.0625,0.8125,0.275,8.9867915,3.8271825,1.360776,2.551455,8
I,0.7875,0.6,0.2125,4.86193925,2.0128145,0.97805775,1.51669825,7
M,1.5375,1.125,0.375,33.962701,20.0430965,5.93922025,7.10154975,7
F,1.4375,1.1625,0.35,27.158821,12.530479,5.14543425,7.66853975,9
M,1.4625,1.0125,0.375,35.62114675,12.3320325,5.726599,9.2135875,15
I,1.2625,1.0125,0.325,17.05222425,8.54737425,3.118445,5.10291,8
F,1.4875,1.2375,0.4625,36.4291075,11.793392,6.350288,13.7495075,13
M,1.5,1.1625,0.4125,29.426781,14.10387625,6.25106475,7.1157245,9
M,0.5125,0.3875,0.1125,1.20485375,0.4819415,0.15592225,0.43941725,7
I,0.5,0.3625,0.0625,0.97805775,0.3118445,0.21262125,0.283495,5
F,1.8,1.375,0.5,56.59977675,25.61377325,13.2959155,14.78426425,10
M,0.9,0.7375,0.25,5.96756975,1.871067,1.48834875,2.1262125,9
I,1.2625,1.0,0.3625,19.97222275,9.468733,4.03980375,5.8683465,8
F,1.4,1.125,0.4,29.01571325,12.1619355,7.597666,8.50485,10
F,1.6,1.25,0.425,35.84794275,16.0174675,9.56795625,8.9300925,9
M,1.1625,0.875,0.3,14.75591475,5.71242425,4.60679375,5.2446575,11
I,1.1,0.875,0.3125,12.927372,5.953395,2.70737725,3.7137845,8
I,1.2,0.8875,0.2875,13.39513875,5.85417175,3.175144,3.742134,8
I,1.1,0.85,0.3125,13.87708025,4.91863825,2.48058125,5.6699,13
M,1.575,1.275,0.4375,38.03085425,18.63979625,7.427569,10.6310625,10
M,1.325,1.075,0.3375,24.9192105,7.93786,6.13766675,7.087375,10
I,0.7,0.525,0.2125,3.04757125,1.17650425,0.680388,0.963883,5
I,1.2,0.925,0.3125,15.40795325,6.917278,2.8632995,4.6776675,9
F,1.4625,1.125,0.4,25.64212275,11.4815475,6.27941425,6.61960825,8
I,0.875,0.625,0.1875,4.80524025,2.36718325,1.00640725,1.1623295,6
F,1.45,1.0875,0.3875,24.90503575,12.0485375,4.77689075,6.87475375,10
M,1.5375,1.2625,0.475,39.7743485,19.03668925,8.29222875,10.3475675,8
M,1.375,1.0875,0.275,22.849697,9.68135425,5.7549485,6.0951425,9
I,1.125,0.825,0.25,11.6516445,5.51397775,2.83495,2.778251,6
F,1.575,1.1875,0.4375,40.3413385,11.77921725,9.59630575,13.891255,14
M,1.2,0.925,0.25,14.55746825,6.8889285,2.87747425,3.8271825,8
I,0.85,0.6625,0.2,5.71242425,2.551455,1.34660125,1.5592225,5
I,1.05,0.8,0.275,10.27669375,4.932813,1.80019325,2.9766975,7
M,1.1375,0.8875,0.3375,13.45183775,5.28718175,2.65067825,4.762716,13
F,1.6125,1.2625,0.4125,40.61065875,19.391058,8.731646,9.525432,8
I,1.15,0.8875,0.275,12.360382,5.59902625,2.721552,3.5436875,8
I,1.025,0.8125,0.25,9.19941275,3.742134,2.041164,3.005047,6
M,1.4125,1.0625,0.4,26.71940375,9.90815025,6.19436575,7.7961125,17
M,1.5625,1.2875,0.425,37.7331845,16.23008875,8.51902475,10.2341695,9
I,1.0,0.775,0.25,3.6003865,3.005047,2.0128145,2.4097075,7
M,1.925,1.5,0.5375,62.21297775,29.80949925,13.664459,16.556108,10
M,1.35,1.05,0.3375,22.89222125,9.87980075,5.08873525,6.6621325,11
M,1.8,1.4125,0.5,50.6605565,20.354941,10.9145575,14.9968855,11
M,1.25,0.9625,0.3,17.95940825,6.53455975,3.5436875,6.6621325,14
M,1.5625,1.25,0.4375,29.95124675,13.08329425,7.314171,8.6465975,10
I,0.9625,0.75,0.2375,8.561549,4.309124,1.74349425,2.08368825,7
M,1.525,1.175,0.4,28.973189,12.7289255,6.64795775,8.34892775,9
I,0.9,0.675,0.2125,5.556502,2.48058125,0.9922325,1.814368,4
I,1.375,1.05,0.325,18.030282,8.334753,4.082328,4.97533725,8
M,1.675,1.25,0.475,43.0628905,17.463292,10.999606,11.7650425,10
F,1.5375,1.1875,0.425,31.25532375,13.31009025,6.67630725,9.7805775,14
I,0.45,0.325,0.1125,0.77961125,0.35436875,0.283495,0.2551455,3
M,1.35,1.05,0.3875,20.93610575,9.96484925,4.309124,6.0951425,12
M,1.675,1.275,0.45,47.62716,26.251637,8.43397625,11.15552825,13
M,0.8375,0.5875,0.2125,4.37999775,1.871067,0.97805775,1.2757275,6
F,1.3625,1.025,0.3125,18.540573,8.34892775,3.72795925,5.8116475,10
I,1.175,0.8875,0.3,11.1413535,4.7343665,2.50893075,3.2601925,8
F,1.35,1.1,0.4,30.91512975,11.0846545,6.50621025,10.0640725,15
I,0.7875,0.5875,0.175,4.2240755,1.644271,0.92135875,1.3324265,7
F,1.125,0.8875,0.2625,14.81261375,6.7188315,3.30271675,4.1106775,8
M,1.4125,1.175,0.4875,32.375129,10.9712565,7.314171,9.922325,17
F,1.4,1.1,0.3875,27.51318975,12.23280925,7.4559185,7.2291225,9
I,1.5,1.1125,0.3375,26.09571475,12.6155275,5.76912325,7.1724235,9
F,1.3,1.0625,0.4125,28.02348075,11.226402,6.3786375,9.07184,16
F,1.625,1.3625,0.575,49.668324,15.88989475,8.20718025,23.1048425,16
M,1.4125,1.1,0.4375,31.808139,11.1413535,5.6699,10.6310625,20
I,0.625,0.475,0.15,2.16873675,1.020582,0.32601925,0.69456275,6
M,1.2,0.9375,0.3,16.7120303,7.18659825,3.628736,4.876114,11
M,1.0375,0.7875,0.3,11.38232425,5.6415505,2.4664065,2.7499015,8
M,1.075,0.8375,0.2875,11.509897,4.706017,2.65067825,3.8271825,8
F,1.475,1.1375,0.4125,32.9137695,10.77281,6.95980225,7.93786,12
M,1.5375,1.1875,0.3875,30.43318825,12.40290625,7.32834575,8.788345,11
I,0.925,0.7,0.2375,7.52679225,3.458639,1.474174,2.26796,7
M,1.6,1.4375,0.4375,41.34774575,17.7184375,7.540967,12.45960525,11
I,1.125,0.875,0.3375,14.004653,6.25106475,2.67902775,3.98310475,7
F,1.6,1.2,0.3625,31.59551775,14.401546,6.80388,9.63883,10
I,1.0875,0.8125,0.25,10.375917,4.932813,2.05533875,3.0900955,7
M,1.3,1.0625,0.3875,21.92833825,8.4198015,3.4869885,7.2291225,17
M,1.425,1.1375,0.375,26.988724,11.04213025,6.10931725,7.78193775,9
M,1.5,1.2,0.4375,34.8415355,11.69416875,7.75358825,11.7650425,13
M,1.225,0.95,0.35,18.10115575,6.53455975,4.025629,5.5281525,13
M,1.625,1.3125,0.4625,42.184056,18.8524175,9.5537815,10.716111,11
M,1.5625,1.25,0.325,30.674159,16.40018575,5.79747275,7.087375,8
F,1.4375,1.1625,0.4375,31.1561005,13.42348825,5.726599,9.922325,9
I,1.1125,0.8,0.3,10.716111,4.309124,2.33883375,3.40194,8
I,0.975,0.75,0.2375,9.25611175,4.72019175,1.63009625,2.5231055,7
F,1.6625,1.25,0.375,35.36600125,13.11164375,8.37727725,10.19164525,10
